match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2018-04-09,Rajasthan Royals,Rajiv Gandhi International Stadium,4.0,0,23,1,5.75,10,0,0
7,2018-04-12,Mumbai Indians,Rajiv Gandhi International Stadium,4.0,0,13,1,3.25,17,1,0
10,2018-04-14,Kolkata Knight Riders,Eden Gardens,4.0,0,31,0,7.75,5,0,0
16,2018-04-19,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,4.0,0,55,1,13.75,8,0,0
20,2018-04-22,Chennai Super Kings,Rajiv Gandhi International Stadium,4.0,0,49,1,12.25,5,0,0
23,2018-04-24,Mumbai Indians,Wankhede Stadium,4.0,1,11,2,2.75,16,0,0
25,2018-04-26,Kings XI Punjab,Rajiv Gandhi International Stadium,4.0,0,19,3,4.75,11,0,0
28,2018-04-29,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,31,1,7.75,4,0,0
36,2018-05-05,Delhi Daredevils,Rajiv Gandhi International Stadium,4.0,0,23,2,5.75,9,0,0
39,2018-05-07,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,4.0,0,31,1,7.75,12,2,0
42,2018-05-10,Delhi Daredevils,Arun Jaitley Stadium,4.0,0,35,0,8.75,6,0,0
46,2018-05-13,Chennai Super Kings,Maharashtra Cricket Association Stadium,4.0,0,25,0,6.25,10,0,0
51,2018-05-17,Royal Challengers Bangalore,M.Chinnaswamy Stadium,4.0,0,27,3,6.75,12,0,0
54,2018-05-19,Kolkata Knight Riders,Rajiv Gandhi International Stadium,4.0,0,31,0,7.75,4,0,0
57,2018-05-22,Chennai Super Kings,Wankhede Stadium,4.0,0,11,2,2.75,14,0,0
59,2018-05-25,Kolkata Knight Riders,Eden Gardens,4.0,0,19,3,4.75,12,0,0
60,2018-05-27,Chennai Super Kings,Wankhede Stadium,4.0,0,24,0,6.0,7,0,0
