match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2015-04-10,Rajasthan Royals,Maharashtra Cricket Association Stadium,4.0,0,19,1,4.75,11,1,0
7,2015-04-12,Mumbai Indians,Wankhede Stadium,4.0,0,12,1,3.0,14,0,0
10,2015-04-15,Delhi Daredevils,Maharashtra Cricket Association Stadium,4.0,0,30,1,7.5,12,3,0
14,2015-04-18,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,4.0,1,25,4,6.25,15,0,0
18,2015-04-21,Rajasthan Royals,"Sardar Patel Stadium, Motera",4.0,0,25,1,6.25,10,3,0
24,2015-04-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4.0,0,32,0,8.0,11,0,0
27,2015-04-27,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",4.0,1,35,1,8.75,14,0,0
31,2015-05-01,Delhi Daredevils,Feroz Shah Kotla,3.0,0,10,0,3.33,12,0,0
35,2015-05-03,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",3.0,0,24,0,8.0,6,0,0
40,2015-05-06,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,41,2,10.25,8,0,1
44,2015-05-09,Kolkata Knight Riders,Eden Gardens,4.0,0,35,0,8.75,8,1,0
48,2015-05-11,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",4.0,0,33,0,8.25,9,0,0
50,2015-05-13,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",2.0,0,20,1,10.0,5,2,0
53,2015-05-16,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",2.0,0,9,1,4.5,7,0,0
